SystemTime_ISO,MsgType,FC_Time_us,mavpackettype,tc1,ts1
2025-12-14 23:49:51.188,TIMESYNC,0,TIMESYNC,0,100025196001
2025-12-14 23:50:01.190,TIMESYNC,0,TIMESYNC,0,110027661001
2025-12-14 23:50:11.193,TIMESYNC,0,TIMESYNC,0,120029928001
2025-12-14 23:50:21.193,TIMESYNC,0,TIMESYNC,0,130030008001
2025-12-14 23:50:31.197,TIMESYNC,0,TIMESYNC,0,140032512001
2025-12-14 23:50:41.199,TIMESYNC,0,TIMESYNC,0,150035163001
2025-12-14 23:50:51.202,TIMESYNC,0,TIMESYNC,0,160037700001
2025-12-14 23:51:01.205,TIMESYNC,0,TIMESYNC,0,170040148001
2025-12-14 23:51:11.207,TIMESYNC,0,TIMESYNC,0,180042500001
2025-12-14 23:51:21.210,TIMESYNC,0,TIMESYNC,0,190045002001
2025-12-14 23:51:31.214,TIMESYNC,0,TIMESYNC,0,200047680001
2025-12-14 23:51:41.216,TIMESYNC,0,TIMESYNC,0,210050195001
2025-12-14 23:51:51.219,TIMESYNC,0,TIMESYNC,0,220052661001
2025-12-14 23:52:01.222,TIMESYNC,0,TIMESYNC,0,230054940001
2025-12-14 23:52:11.222,TIMESYNC,0,TIMESYNC,0,240055032001
2025-12-14 23:52:21.225,TIMESYNC,0,TIMESYNC,0,250057584001
2025-12-14 23:52:31.228,TIMESYNC,0,TIMESYNC,0,260060183001
2025-12-14 23:52:41.230,TIMESYNC,0,TIMESYNC,0,270062681001
2025-12-14 23:52:51.233,TIMESYNC,0,TIMESYNC,0,280065146001
2025-12-14 23:53:01.236,TIMESYNC,0,TIMESYNC,0,290067500001
2025-12-14 23:53:11.238,TIMESYNC,0,TIMESYNC,0,300069955001
2025-12-14 23:53:21.241,TIMESYNC,0,TIMESYNC,0,310072716001
2025-12-14 23:53:31.245,TIMESYNC,0,TIMESYNC,0,320075194001
2025-12-14 23:53:41.247,TIMESYNC,0,TIMESYNC,0,330077670001
2025-12-14 23:53:51.249,TIMESYNC,0,TIMESYNC,0,340079962001
2025-12-14 23:54:01.250,TIMESYNC,0,TIMESYNC,0,350080019001
2025-12-14 23:54:11.253,TIMESYNC,0,TIMESYNC,0,360082491001
2025-12-14 23:54:21.256,TIMESYNC,0,TIMESYNC,0,370085184001
2025-12-14 23:54:31.259,TIMESYNC,0,TIMESYNC,0,380087685001
2025-12-14 23:54:41.261,TIMESYNC,0,TIMESYNC,0,390090124001
2025-12-14 23:54:51.264,TIMESYNC,0,TIMESYNC,0,400092483001
2025-12-14 23:55:01.267,TIMESYNC,0,TIMESYNC,0,410094955001
2025-12-14 23:55:11.270,TIMESYNC,0,TIMESYNC,0,420098124001
2025-12-14 23:55:21.274,TIMESYNC,0,TIMESYNC,0,430100478001
2025-12-14 23:55:31.279,TIMESYNC,0,TIMESYNC,0,440102963001
2025-12-14 23:55:41.278,TIMESYNC,0,TIMESYNC,0,450103029001
