SystemTime_ISO,MsgType,FC_Time_us,chunk_seq,id,mavpackettype,severity,text
2025-12-14 23:49:41.968,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (4)
2025-12-14 23:49:41.969,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (5)
2025-12-14 23:49:41.969,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (6)
2025-12-14 23:49:41.969,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (7)
2025-12-14 23:49:41.970,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (11)
2025-12-14 23:49:41.970,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (20)
2025-12-14 23:49:41.971,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (21)
2025-12-14 23:49:41.972,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (23)
2025-12-14 23:49:41.972,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (25)
2025-12-14 23:49:41.972,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (28)
2025-12-14 23:49:41.974,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (37)
2025-12-14 23:49:41.974,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (38)
2025-12-14 23:49:41.975,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (39)
2025-12-14 23:49:41.976,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (40)
2025-12-14 23:49:41.976,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (41)
2025-12-14 23:49:41.976,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (43)
2025-12-14 23:49:41.976,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (44)
2025-12-14 23:49:41.976,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (45)
2025-12-14 23:49:41.978,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (47)
2025-12-14 23:49:41.978,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (48)
2025-12-14 23:49:41.978,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (50)
2025-12-14 23:49:41.978,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (51)
2025-12-14 23:49:41.978,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (54)
2025-12-14 23:49:41.978,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (55)
2025-12-14 23:49:41.978,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (61)
2025-12-14 23:49:41.979,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (63)
2025-12-14 23:49:41.979,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (64)
2025-12-14 23:49:41.980,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (66)
2025-12-14 23:49:41.981,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (67)
2025-12-14 23:49:41.981,STATUSTEXT,0,0,0,STATUSTEXT,6,No ap_message for mavlink id (69)
